img1_idx,img2_idx,sum
51468,34428,5
33685,35364,10
29261,42890,18
58320,10292,10
42,7739,12
28828,56741,4
51471,21085,11
32101,15044,5
59482,23198,11
31618,21114,10
18767,33667,5
54806,42334,7
42503,20755,3
18004,37528,7
25644,58877,9
31576,7220,13
42912,46480,9
9945,11489,8
53806,42027,14
38641,32334,9
54858,11226,9
26080,26473,8
20443,6561,4
35348,58225,4
35644,13120,7
21250,29159,10
3721,14571,8
7203,23603,7
26181,19761,12
44043,46290,14
46321,43644,10
8566,50272,15
28788,55636,17
53099,42740,9
32038,17436,6
52853,3780,10
11347,15126,11
2195,40544,0
31879,49865,13
1160,8328,10
35927,53697,8
32798,28479,5
32295,52003,6
32461,25036,1
56886,49592,5
37262,12283,10
54327,10860,17
47826,42021,10
33505,23739,2
42229,1097,11
58417,2060,13
2496,38525,7
21333,47875,8
35299,37845,7
31512,38430,4
44226,31686,8
5167,37286,1
4569,17223,1
36087,52495,7
50539,45192,7
25189,53436,2
25511,8313,15
22165,16973,18
31282,30916,7
36621,17891,4
16099,59991,9
8388,12414,1
15424,45982,12
19081,58551,9
53180,47348,6
55503,32197,7
3909,54798,10
33653,55438,17
24892,55643,5
16663,36127,5
16471,22309,13
7460,33156,15
42275,4076,5
49952,49652,5
19197,20111,15
18638,34121,10
28979,7062,1
6107,25298,13
49914,51951,6
14289,13149,16
15374,51873,9
32892,284,6
28073,32445,12
46669,38343,10
50606,54002,9
45374,30587,8
37717,47889,10
38341,57109,4
38369,44091,13
8401,46760,9
59662,14691,8
48945,15596,8
26196,42126,7
53059,4896,13
22971,26722,7
45257,3275,12
6338,7673,8
48778,53676,15
33980,36995,7
10445,51890,12
26887,6020,2
57539,38995,18
58826,44507,15
36121,23871,12
27841,56957,2
6131,30597,12
16644,1450,8
39215,40625,9
18562,56356,16
23165,22900,5
27225,46391,7
53555,16906,7
18653,20273,16
51411,45274,14
2805,7074,9
24917,46471,13
8962,35646,4
44990,29399,10
52689,27920,9
1349,12605,0
51573,28163,6
47947,15771,6
25484,7923,12
44760,5923,8
5709,40607,8
55534,36873,15
35324,19549,7
10348,15259,4
35001,8359,9
42963,1079,13
35635,31602,7
46520,1304,1
34692,51517,7
2511,1226,11
13958,19594,5
27730,56503,16
46045,3640,13
58794,22999,5
38450,6572,12
4187,35397,7
56807,944,15
50220,33415,10
35440,57833,12
21594,40270,10
14015,5961,9
53479,2319,12
33141,29944,15
38789,8622,8
38361,58007,9
39020,3336,5
15780,52947,11
58391,10493,8
2618,3243,15
12961,33560,13
10949,24698,2
35364,12845,9
35097,56016,6
34756,27059,11
26006,46872,10
23726,47034,15
52189,37858,6
7427,15191,0
16916,11109,4
49444,22061,16
37749,52829,7
48319,41858,7
2241,12734,4
38165,25952,5
16000,47846,13
10180,52117,10
20585,39434,6
42222,33212,18
29799,32406,8
14318,16865,9
26013,44129,12
22111,28300,1
12084,56102,17
35176,17266,9
30254,46252,11
4393,54298,13
58945,36759,6
2963,10786,10
17495,28923,5
7654,42532,4
20567,1509,14
36353,9498,8
49289,14959,4
47787,52202,2
38811,16113,10
14492,30951,8
28496,22265,6
10818,46851,15
13724,42182,6
26630,49352,7
25808,37572,10
37445,45972,8
48366,57050,15
12430,55430,11
43918,5758,11
11896,16631,10
26624,10234,8
10798,2667,6
43839,53869,12
37522,21014,10
44254,40005,10
41749,25969,13
48857,24017,9
59541,56187,4
29097,18837,3
29851,7819,3
22121,37778,14
7778,16333,8
53803,45945,6
3320,14084,5
51926,45878,7
52589,49191,6
42276,49248,3
20718,42621,12
48275,4000,14
57032,32298,7
32637,11108,10
50037,43208,10
27475,53474,5
23754,19376,0
31569,13265,17
46775,28587,8
1704,9755,5
41221,10646,16
26895,3369,9
59555,36023,5
54368,20143,1
55001,9922,2
24100,31003,12
16152,8942,15
45686,29234,15
22761,24124,2
32033,41629,12
30500,49448,15
21272,26290,6
22887,25505,11
27118,48351,16
12076,43769,11
23438,32191,9
12252,45620,9
30217,50387,11
21271,9824,5
27125,36240,5
36480,45242,14
44759,839,15
2408,25798,9
4611,44839,17
50842,38875,7
6723,52743,9
59726,14658,11
993,2557,1
14230,28471,4
59959,57765,9
37436,12666,8
34571,23509,12
20740,49888,8
22657,33833,4
46049,50826,8
55311,46637,9
7521,25978,3
39195,27047,12
53293,44380,3
52038,48031,6
49637,40025,12
48412,12489,6
15612,17493,5
2674,45854,8
42927,58936,3
11296,39322,11
25866,10511,7
17417,44615,12
15368,2664,4
55622,52498,1
6874,54098,15
43453,26353,18
57199,11781,6
716,47959,10
36898,20854,6
58155,26407,6
25789,26228,8
29850,56659,11
56278,41762,8
27329,32432,8
46424,14813,9
15617,48753,12
33348,50091,12
4625,7718,11
58367,25148,9
6932,14617,9
38398,11361,1
2920,53014,1
8359,59736,14
2830,17620,1
34138,2402,6
50240,38270,4
19175,25848,9
25890,13797,17
31707,41512,11
771,59935,12
22836,5735,11
13119,22353,9
58411,20503,9
22192,52650,6
7833,46589,14
2569,47989,12
21821,13517,11
24074,49522,14
46226,18853,9
32420,30327,7
23539,54058,11
57436,43082,8
26935,56389,8
9294,48534,4
34075,59457,8
55575,57947,9
59896,2488,9
42218,38008,8
33062,30255,7
35789,17727,10
246,28465,5
55623,40056,9
49401,5434,9
42013,18497,10
7430,4863,16
23572,33740,7
16268,9128,14
25834,53913,14
14957,39971,12
42741,7198,11
28280,59264,12
34666,13035,13
38056,6409,1
47279,40851,3
37022,19927,9
24719,55708,9
52778,6372,6
40526,44030,6
57461,34773,5
31490,81,0
50657,59920,8
53942,42852,6
57358,58445,10
22088,50859,18
424,34987,12
19997,2436,1
23881,733,4
42615,35717,8
52231,36322,9
20327,49932,2
35364,31979,13
42840,55543,4
43064,23507,10
19353,35400,5
3816,6625,17
42749,10484,14
124,52525,8
14219,30975,9
9831,29145,15
8827,38120,9
34468,12970,11
3752,22868,6
57085,55050,12
37425,53371,1
49381,10685,11
26565,8974,6
51598,56183,4
14040,43818,4
46257,44070,10
6942,6879,12
19538,51707,15
17077,30055,5
11829,50338,8
15099,21531,4
34279,636,11
35385,6094,6
1196,46026,5
17064,1408,4
57772,34669,16
59058,11749,17
24180,2347,12
1272,28595,17
29546,17445,11
42002,56758,5
51715,54747,16
16760,17136,9
54454,45786,5
347,55989,10
52914,18600,10
46641,52083,9
30428,54730,10
29180,23911,10
36257,41077,1
51813,42091,1
15533,32783,9
38762,59118,12
24955,14677,12
53168,16165,6
2928,28205,12
19912,12248,16
5268,4728,5
22936,16222,7
9928,22335,8
23719,32801,13
29679,53305,4
38831,17049,1
48881,30287,6
57140,45823,6
11453,24680,3
51230,55516,7
29070,56275,11
54852,43177,10
20969,46410,7
44331,23394,12
39183,49435,10
21443,40816,4
33687,7682,8
4265,54438,1
6977,6454,5
11879,22629,4
14207,57857,8
48397,15875,11
6829,24161,9
7988,51489,12
14488,32548,8
45021,44438,9
2006,32168,14
6845,8990,14
33967,7551,6
4429,50224,10
35860,28612,7
39471,11392,7
7096,52268,7
39342,37752,2
56815,52896,12
20499,27642,9
56487,57037,10
25078,1933,10
2017,54661,8
4063,2004,10
22530,15848,10
19941,39672,10
55386,9410,5
57497,16098,9
56966,48368,4
17580,28974,8
34345,28088,9
10215,44473,8
27671,34167,5
30156,56854,6
49460,40456,5
37217,5058,7
43232,21938,4
40795,39873,15
33326,41032,6
52604,7148,13
447,50791,9
33161,33366,12
19255,38501,9
22762,15579,14
16124,28228,4
40459,39899,3
10042,56215,5
19500,33084,4
13728,40940,12
40210,20680,5
48186,13316,17
4312,24478,14
10813,43826,8
52201,20745,14
13492,19101,3
33828,49695,3
18079,28979,4
36698,32852,7
20935,9617,8
41324,35219,13
19462,37313,11
16253,16806,18
24935,34037,7
59338,24569,11
13806,37867,18
16975,37126,9
19778,11310,14
11968,26982,8
16965,42369,8
17311,55005,13
16188,35375,14
24910,8272,5
7022,58661,5
13326,2869,14
32879,50896,10
1728,31578,10
7413,5789,3
39763,6866,11
39199,25388,17
24231,41656,10
30707,46292,0
27607,55180,12
379,55929,12
7423,30783,16
27917,25573,6
12881,3994,9
39433,24777,4
963,4590,13
2241,14413,11
47600,41568,11
18237,46214,7
20310,57024,16
28433,22317,8
5981,45852,2
49877,42536,11
41029,51955,6
59304,35749,8
44016,31073,16
55328,255,7
57316,13373,14
27376,10892,3
24816,46260,14
51555,18993,4
45098,15410,15
3926,28737,10
6910,58972,9
11380,34820,10
50676,31200,11
8938,37566,8
9249,41176,9
50674,32326,3
25712,51310,15
23152,49888,5
1930,47265,6
59963,11244,10
33933,19055,4
14391,9478,7
18846,39090,6
28969,19360,1
16532,12651,11
13906,23059,4
16511,12992,5
25481,57201,7
31638,46598,3
14116,47870,18
35107,44514,8
4028,9245,6
19668,55996,9
13511,5441,13
51418,22109,9
55927,7485,4
11080,17892,9
7085,10659,8
49496,38069,16
44459,54998,8
8113,18543,0
46520,6512,9
35223,13679,13
76,22705,3
28594,1195,6
13930,9800,7
33130,6562,15
45933,6444,5
11609,14678,13
3474,34183,9
50666,16648,12
28705,23859,6
21408,51920,14
44556,56038,6
46864,44459,12
8394,35764,9
34475,9796,3
50776,48888,15
52526,56367,1
1228,2104,8
50029,16967,18
22711,59505,15
3696,6583,17
10005,19995,9
50742,34817,12
25006,43935,6
31420,24914,10
21230,58193,6
36401,36027,9
24411,49424,11
6131,56808,10
22847,49327,8
42175,37630,3
44542,56397,1
53509,10317,2
42309,31299,11
6644,19890,7
4025,58340,13
20891,42870,15
29686,41872,13
47783,33041,18
13376,44573,10
33616,47883,9
6626,13809,8
6885,18681,8
2934,39963,13
37535,12380,15
44175,48388,16
21481,26063,12
27046,1195,6
25239,23371,11
9695,44357,9
48002,49883,8
21031,57899,3
22899,1612,10
16228,35980,8
7911,38555,6
12418,43144,9
58058,3267,15
46366,38501,5
3650,3912,15
37546,42190,10
53283,48524,12
54071,20305,3
11891,31677,9
4328,10138,5
47508,16427,5
54977,49132,8
15610,46304,9
6200,53488,8
38075,34470,8
40807,5622,7
18406,18565,9
48641,36817,4
37304,41366,5
16295,18030,8
56682,32395,9
6909,6927,12
31328,41792,14
3533,48043,11
23972,15734,5
29368,58110,0
41063,34655,6
37178,43768,10
469,4237,9
26573,42644,5
8171,44563,13
24493,58787,12
13910,2295,8
44013,13669,12
40866,24377,9
50507,10071,5
35713,28281,14
48198,4608,4
22298,41641,7
11968,8031,9
2080,43038,9
54519,22343,3
14297,33624,6
3599,9171,12
41650,23881,11
58364,20725,12
44558,9996,8
10410,27532,16
56558,44135,7
18907,55686,7
5467,53807,7
46445,16814,10
55108,25244,6
22713,22321,11
58948,20354,12
53037,13222,6
41116,51251,14
10756,26070,4
24484,7355,2
52623,15368,6
37670,1716,2
26532,46042,15
11662,45475,8
50553,27710,16
30133,6136,10
52103,48182,13
51581,16937,17
35538,27199,8
22871,25153,8
52934,30535,1
44229,32607,10
32019,50053,10
32261,52282,14
41914,17205,8
24596,54450,17
2712,19873,15
11111,10552,9
26673,40125,9
26158,2360,11
9423,14381,3
48085,9743,6
40397,34101,11
6965,8310,15
42206,24947,11
43687,56056,16
22409,29057,5
1667,26552,9
31279,49719,8
23782,59247,8
15270,21973,6
26089,27523,7
8141,1387,9
14000,24651,4
6703,2661,11
57336,46948,8
53725,2366,8
21508,56279,9
37911,58753,6
185,58874,10
33948,30238,10
7302,45298,13
15380,20996,8
13070,9776,7
55666,34069,7
50294,16251,10
16867,1793,11
23043,9122,12
17226,18200,13
1268,36876,7
15784,12408,11
3341,28796,5
15224,53088,3
16714,35898,4
3095,38837,10
41318,9699,0
50951,20769,6
52347,3298,12
3644,27745,6
10173,38606,13
43796,42858,11
36892,46560,1
43760,35789,11
10891,14881,7
20331,32950,5
31109,8576,7
53028,17830,15
49352,35504,8
57882,58187,9
55664,46470,1
9100,47007,7
25386,3124,3
16976,34788,9
49711,57428,15
36639,1812,9
49033,29006,13
22828,48212,3
55573,55223,14
57258,41058,18
38343,51736,9
10968,18941,10
19584,42679,8
6161,15979,10
43148,26709,12
22033,23092,13
28085,501,15
16513,51557,12
10313,51232,10
15930,14612,4
34974,57093,16
10621,22348,16
24916,57236,18
46270,11283,12
13943,45231,8
57708,22371,11
59268,3555,12
7714,39118,11
41968,16898,9
28412,55355,0
29972,15453,6
48885,49761,10
56879,19261,8
52518,41747,9
11784,26251,11
28514,27986,14
30460,5790,10
19262,37432,7
660,49023,11
22,51348,9
57325,11065,13
23686,30271,14
6264,22126,8
29129,21815,8
2630,56779,2
44249,32218,11
27104,23724,4
11190,2412,14
30651,57995,0
39109,27984,15
9785,18038,8
54310,21782,6
47817,57196,8
36445,46914,13
13399,48321,4
29986,44977,5
20203,29313,6
54297,44058,5
22115,58096,11
50738,3181,11
14739,43140,7
54322,48419,3
58699,6771,11
18443,17095,0
2320,23070,13
44802,13361,14
9712,12940,7
36306,27096,17
31058,18910,8
5466,38634,12
41828,58976,11
10789,24369,7
19452,37727,3
58088,40027,11
14661,48404,13
18024,2916,14
16030,41542,3
21714,19179,3
20467,37086,9
59703,29,14
9923,51048,3
10038,45430,11
37826,23508,9
26751,7017,9
54574,52762,4
23634,45584,5
41853,50781,14
58745,18543,1
55728,14646,7
10219,33328,15
50646,22775,7
45477,54990,11
58991,3893,4
809,57730,1
33435,42704,10
33240,3525,8
5232,26902,11
5932,49670,3
44232,27935,6
32355,59942,17
19049,52081,1
44947,46116,11
22622,3763,6
30873,12087,11
23506,13187,7
57235,36320,15
52943,24366,10
10145,8692,7
20374,31200,14
50421,20392,8
6291,47397,7
8072,42646,13
49985,1423,3
1264,50667,3
27883,39334,2
10680,41937,4
5440,58894,10
18428,41448,13
50357,22713,2
24736,34520,15
25793,55593,5
41469,33944,11
47398,2886,12
39227,3409,9
39837,4541,8
5134,25098,10
4222,53529,14
29195,3490,9
5471,22124,5
1014,723,14
6768,58848,7
37319,25603,13
1781,28846,11
38022,10203,6
59170,58558,8
9860,22591,14
57622,37687,10
36167,27512,2
11685,18921,4
56233,23698,14
17808,53902,12
41312,17167,14
12027,12958,16
43592,45694,15
57178,16041,14
30885,12964,9
38536,51397,4
20138,9499,16
50875,1482,7
41721,56149,3
19157,59484,13
27478,17072,4
42906,4741,9
9503,444,11
54650,17238,8
16459,36976,8
47607,44698,5
3282,29410,12
43960,58310,7
56600,9648,11
31264,30469,10
53054,44475,7
12882,45401,3
15718,25860,13
59222,33910,8
3608,7486,6
10797,19086,15
24947,38944,14
45750,8225,12
25044,59333,11
55919,14534,7
26706,39419,13
2071,58455,11
1558,3694,6
14618,29225,9
9946,38342,12
17531,56726,18
21072,49409,11
17794,41609,5
53469,43125,6
57828,52586,8
24,20020,9
38775,54806,11
40735,49037,2
18369,12626,13
48727,49259,8
10479,37974,2
36874,18851,2
8578,54234,5
55748,13971,14
39895,13110,12
12348,48074,8
21499,42911,5
48904,10759,10
50683,11182,8
29252,2964,7
50710,4838,13
31928,14019,2
25117,51376,11
55181,35636,11
34371,25916,4
14629,16366,3
31327,39139,11
13728,46180,14
31475,2313,11
2672,16066,16
42770,27217,10
8620,8840,13
5247,27648,7
29185,59336,3
33937,50583,5
53431,54234,11
7399,14818,13
41530,53036,15
59403,37277,14
7302,15863,5
31905,30880,4
5862,40637,3
7231,23982,10
57690,2547,5
46494,53918,6
36611,11183,13
59642,43939,6
31571,23280,8
1504,53414,11
56448,18899,4
7032,29035,11
2498,39314,13
20887,44509,10
14159,45490,11
17901,21683,5
8238,51500,16
33919,6025,10
28069,12944,9
29292,11452,18
22707,24,1
46622,4533,10
36,21218,15
32110,54075,10
22928,22400,5
4875,4647,14
29685,46947,5
57784,41198,6
13380,12476,12
42267,34682,9
43366,49972,1
54541,41402,7
31485,15681,10
5843,16062,3
37677,37141,0
1230,55880,9
51191,59650,15
16400,20924,9
40723,49584,11
49868,6484,7
16290,23194,6
6257,28637,11
19177,13995,14
44014,55959,13
45370,52301,16
51422,15272,2
19637,43032,6
45794,27415,10
43090,52696,3
57744,39106,10
54366,46177,11
7751,41717,11
47216,31287,6
11726,48140,16
47352,24626,4
55871,37479,13
39838,29858,9
49163,57661,10
52200,50724,13
34357,7005,6
2540,17113,14
48545,469,10
36433,45281,3
10856,54126,11
1045,50811,14
47697,2301,2
23647,19561,5
15303,31374,13
44661,41826,2
22876,1974,15
5151,26179,11
2281,46231,13
35511,14639,8
55133,33152,11
5798,9280,9
18440,7201,14
50994,10692,8
42266,42229,16
14442,49971,9
48143,33931,14
27704,37816,7
537,18515,5
14989,45401,6
49185,48112,1
27949,14192,17
14327,2280,3
32756,6789,7
18197,47277,11
36239,12243,3
40743,35623,12
17066,9453,7
22376,16575,8
44548,57225,3
33882,31987,13
44821,31423,12
16665,58214,8
12245,49179,5
15183,31192,13
23386,3072,11
48180,13494,6
2673,14906,8
14708,11615,6
46383,37469,8
23988,14681,9
56730,5999,12
52410,49895,7
21080,41526,4
58941,22079,15
19433,10897,8
34090,20716,14
41451,20542,4
35959,21548,5
4771,33266,10
50836,2671,9
29365,55359,12
8144,49615,14
31308,16667,14
39604,12756,13
50374,13337,10
25402,12508,6
35486,48592,4
53670,38823,1
16954,49949,3
54132,34908,13
25519,56317,11
38899,44618,18
54261,48303,10
27775,47916,12
33762,30759,16
45753,2625,7
35965,50094,8
22676,8027,9
22538,37945,5
25686,34981,15
29200,21441,4
44279,10744,11
53920,5127,8
27037,11918,18
57830,4216,1
24933,57780,2
30311,50598,10
43132,17052,5
3409,49667,1
55201,1849,15
11049,53285,15
54962,30104,10
53927,37560,7
28742,26771,13
1553,24538,15
49882,2879,5
32328,48335,5
1599,19255,12
1089,57817,8
10393,34397,11
30153,30133,9
44895,7028,16
56027,7354,7
39087,58498,14
30993,14485,7
18457,25758,6
46279,40468,4
41976,56562,12
13859,18632,5
23286,23370,6
7348,43772,12
1716,35303,2
24105,18940,1
51550,51023,9
57513,33274,10
18289,49646,11
44082,10157,7
15699,2677,11
5420,42698,7
47691,11707,9
59416,46161,12
51335,2935,7
31677,54389,9
34663,31544,11
53514,39316,10
8224,18472,13
19915,23874,5
33406,41935,15
27362,33529,6
59511,1880,10
34737,7889,7
44982,36245,14
35801,58807,9
49489,3416,14
28394,25997,6
45481,18259,9
44990,21301,5
9968,14290,13
1246,27997,7
58662,41205,2
56926,57428,11
29889,28229,10
44237,27796,12
23495,42506,1
39166,39482,14
32065,2036,6
33351,33252,12
44537,23099,11
13755,15434,9
47260,12998,9
46556,50323,8
19855,17717,7
34397,96,15
34918,16923,7
26699,37106,15
30239,5443,9
9748,58525,5
7021,26216,15
57807,38473,6
238,52954,14
27403,12927,5
6171,44176,13
39001,4612,14
35109,19402,3
37496,46377,6
44853,59674,11
45718,22055,10
18899,47582,9
33530,2605,12
27056,25577,9
23265,26049,10
52239,49957,14
47842,84,9
18179,47797,1
45881,24444,6
3163,59139,12
57810,19914,9
58971,56551,7
17494,23589,5
24541,12581,4
34565,47465,9
28204,16976,9
43412,13819,12
10207,44847,4
49763,2728,12
40849,46137,15
29137,24908,14
8429,23962,10
58954,32486,3
58790,15927,9
45252,30859,7
32866,4629,6
38285,32247,12
46845,45097,13
37879,14219,16
18727,49448,9
59172,41604,14
58980,29713,4
36519,35033,6
41403,29683,13
56413,32119,15
38944,55131,14
55741,2312,17
45826,28908,14
8817,43341,13
33732,21307,4
6890,23057,13
33834,35297,13
13497,35419,6
13343,34697,14
27590,37345,7
39873,24414,11
24083,1354,2
11990,41540,11
35201,17705,12
57121,18645,8
49755,37841,7
25889,23410,8
59569,46964,10
34714,19436,5
39244,50042,7
49436,30110,15
44042,34398,16
11491,54340,3
11527,8596,16
17004,8000,6
58036,34179,1
35089,17853,4
50020,55916,16
46532,36715,5
41003,46189,9
26736,27924,6
13585,3881,2
44710,56237,11
37618,2779,10
40058,39423,10
13478,28592,12
13480,51783,18
26909,14400,9
41267,23710,12
5739,18774,14
23772,3379,10
13701,25463,10
32386,29458,8
43602,29922,4
23759,59132,9
25338,38454,7
31337,57346,15
27792,46377,3
31489,18701,10
24381,49554,9
15277,59921,4
58891,19910,10
49817,42997,8
49680,15613,5
20844,37468,6
29448,55859,10
55607,21598,6
26629,15382,3
41839,33254,1
49165,57792,15
35760,38540,9
34506,29401,9
40115,20667,9
16485,32007,0
18766,50497,8
38476,50614,15
7181,10428,9
53965,37385,8
900,54976,12
48776,13282,12
37849,12426,3
17778,32216,5
25647,49408,10
52632,1420,13
44060,31591,8
17471,39420,5
18659,17649,8
33687,2372,6
50693,24168,4
16865,22720,9
50819,54850,13
25427,40873,7
38976,12214,4
7705,38426,13
27276,44257,8
2323,22711,11
29125,17265,3
30714,18842,14
27120,33300,11
4299,14089,5
7391,26404,5
54226,21100,14
26014,16219,8
56962,1718,8
15600,25842,1
16075,50866,9
26538,9044,10
54057,54091,14
1771,52298,3
13417,28895,3
20524,31411,14
22374,5412,6
50677,22846,10
30453,37613,11
46435,44404,14
50075,2109,11
54658,5918,12
27172,6787,12
55894,21424,6
39235,25647,11
46868,360,2
54509,9098,11
26040,43930,8
50074,3557,10
36949,55357,10
12129,47053,10
586,50178,15
49907,23170,11
33431,54000,12
14504,2401,14
27152,14707,8
9074,36640,7
36139,12271,13
59136,28025,12
12021,55446,12
58028,296,8
32308,1899,11
23205,11677,9
45224,2708,7
57703,55572,12
58399,57485,10
42796,55353,12
30358,24392,15
16091,55220,5
52930,23313,2
6160,51142,7
53164,3357,9
9612,56481,9
18805,39770,6
18233,49237,8
28349,59121,7
1741,49602,9
7522,322,15
51230,442,7
56885,19073,13
59159,27821,5
29030,58074,1
49548,58550,11
3552,25383,3
48668,59603,16
53132,37670,3
36136,51500,14
41381,35386,5
43292,54364,9
35762,36306,17
32475,32068,11
45390,40233,13
9207,49498,7
47305,29355,7
1187,54737,6
55213,33953,9
25125,1476,10
49561,4781,4
30621,44806,16
10424,2626,5
34752,54309,8
16492,4781,7
59597,10252,6
47738,25221,8
35260,16794,9
59070,8354,3
12611,13647,8
1888,59831,4
4269,37746,5
13800,15087,12
10838,1261,5
35822,2652,7
23532,31893,10
57871,20302,3
2664,23027,11
13373,4949,15
17813,6891,15
4080,9155,10
4875,4366,14
42555,28079,5
51886,25391,10
50406,13937,8
21618,24522,7
10467,9002,13
7541,50301,14
45204,4683,7
28750,322,18
8866,34964,9
13505,6141,12
16224,29717,3
22507,23083,12
49348,923,13
20931,28092,15
42320,49846,14
52453,3303,11
45079,51484,11
785,25391,11
1994,32463,3
42138,22799,11
48980,14324,18
15085,18751,9
53548,59725,10
13041,28801,11
24465,2160,1
44333,57221,0
59538,6930,11
38575,57782,16
6135,26410,7
38588,53438,17
205,53756,9
21113,11462,6
24344,46359,14
1781,40713,11
34015,13759,10
28713,37698,14
8523,15829,8
50878,28629,8
48921,54758,7
11413,39077,9
17149,24629,0
25871,6512,15
45513,39764,8
52802,34780,6
4174,51309,8
20140,42808,14
36965,45495,3
23605,3888,8
28860,57143,10
31724,58416,7
56140,36835,3
55093,13121,5
9301,44498,8
43446,7584,4
41472,53314,8
3533,35999,9
12058,48231,6
5931,34786,15
48373,22582,5
46340,22397,9
59905,31946,9
34316,27184,10
45876,54335,13
47765,31689,9
2031,2112,4
6229,47153,2
30834,36298,12
33886,4909,14
34408,23689,7
36193,17282,12
58187,4122,18
8631,19517,3
42206,30744,8
3825,30230,14
16613,27968,16
48524,41998,16
47683,51394,13
2963,6480,6
32644,6634,12
47260,22674,9
32228,40299,10
16314,10077,11
56139,57085,12
19259,308,9
10323,18901,8
5801,52825,7
5278,51100,6
27188,48634,11
14720,5262,5
51546,11475,2
42896,2582,0
264,51245,12
15882,16622,9
22051,51170,8
48135,20635,12
56174,17123,2
19899,34809,4
47437,25370,13
42628,1711,11
58043,3136,12
23371,56508,4
27949,57509,11
19126,9845,14
56760,42864,14
34350,57012,12
20158,51209,16
36116,52421,6
59009,7985,2
57850,2407,10
32833,40756,11
48202,34046,10
32423,23555,9
52602,16061,3
30762,25181,2
30817,32833,11
22968,51812,13
19248,26478,5
52260,25943,10
14068,51444,13
33906,6976,10
33867,13667,9
19705,51850,16
58469,45248,15
32988,29661,14
25864,18730,5
21319,10188,0
22552,55335,10
58623,28825,9
36247,27081,9
2158,36702,12
43797,5367,11
6694,29317,15
31175,2192,6
25194,19218,10
50271,41077,2
40753,34193,17
40049,24252,7
18332,20411,6
47410,50991,6
46066,8729,12
28689,48256,17
56523,21655,12
41505,18733,17
33252,20590,14
35354,27867,10
8498,29636,6
5411,55592,12
51988,36289,12
9041,24287,13
8677,44208,4
30863,8547,13
19468,3328,2
10707,27807,8
48098,6898,10
46807,20162,10
56886,24914,13
34447,36687,7
29672,34545,13
16676,51558,10
29660,30686,18
54846,56468,13
8803,35142,11
18291,7704,16
49854,5745,18
51316,9896,18
42049,55051,8
56709,16111,3
48668,52040,13
19643,59509,7
42331,30339,15
3519,187,11
51685,18886,1
47031,22310,5
8733,22568,14
34679,22342,8
27736,32213,6
6611,52474,5
58326,51710,9
23167,40594,7
17233,13961,9
48680,30530,7
11972,54306,8
21827,14684,16
40725,12336,2
51718,43562,8
24738,4907,8
22994,59012,2
18013,12290,7
6897,5067,11
24755,19658,7
1502,21466,3
6018,32957,12
29935,53814,9
41480,23917,11
19034,6065,4
55577,7705,8
39151,55992,13
42904,22547,10
42884,17182,13
28946,31503,2
56613,12496,17
621,51338,13
27695,16796,10
5533,8858,6
5753,49593,9
52848,26479,9
44002,7898,9
38856,5009,14
48039,16046,2
48682,45564,7
22267,50426,8
29840,6227,1
34659,50754,12
47169,25458,8
49200,11522,1
4864,33053,8
7880,39956,6
1797,30663,2
31726,7534,15
34505,51616,8
50564,36026,9
47092,27575,8
7271,21469,0
39050,44902,2
6290,23766,11
54917,26035,11
18933,50919,13
33055,30073,7
55288,53520,8
11455,50886,15
31731,51188,8
26532,26312,10
32724,59727,9
28678,24927,15
42308,7485,2
53793,2445,11
53943,11229,4
27251,958,14
14728,44746,17
13894,7431,5
12833,47179,15
57436,13499,10
23775,19030,10
52035,1972,5
11692,10166,13
36361,17605,6
59390,38451,5
36548,38825,6
3622,27261,3
22619,23185,5
8315,14513,9
54485,36771,10
13103,5085,12
50949,1360,9
52032,7597,1
7225,30875,7
10486,4485,8
24231,29630,9
48385,33033,8
57916,21805,8
2174,3715,3
17736,29023,7
46698,35953,14
19693,5069,6
53397,59285,16
12384,4029,5
13171,18217,16
51249,15971,1
9718,28940,12
23045,27327,1
48971,28463,14
38636,18604,6
37884,30240,4
10276,13359,9
46855,40797,1
22461,58044,6
21466,17119,12
30050,35272,11
29671,2708,4
13129,14285,5
17171,51844,6
31010,10687,7
28686,19034,6
29239,7406,2
29742,10195,4
13659,36496,11
6431,28658,10
40741,4927,14
55750,29292,16
40009,28227,10
51445,14249,13
19988,34047,15
19565,17741,0
20283,19529,5
2381,21649,15
30746,23941,9
10118,28603,3
56157,36914,11
45723,38963,1
39244,326,7
8138,43233,12
47110,27810,9
8210,55483,14
45208,56111,15
38463,13361,10
37425,24262,4
52261,24232,12
31748,30050,11
19802,40367,8
44940,30599,14
54391,37354,1
55560,58236,16
22583,41059,6
2354,39792,8
21135,41102,11
15778,14744,14
53462,13904,17
47751,29522,2
55317,58613,5
54301,23869,8
9846,36201,18
12083,56040,7
50481,22728,6
58612,12621,5
53359,54156,10
27460,1222,14
1761,35669,7
27740,43173,12
30701,32629,16
35815,19131,8
25845,7610,11
13004,25797,15
1519,25742,14
51971,35230,15
19458,31081,9
20057,37508,13
47452,756,8
12427,4869,11
20617,33974,13
20462,52437,13
6136,44388,11
2638,5943,15
47596,14324,16
7571,475,7
3307,21383,10
24848,26949,10
20734,51838,13
44539,20164,16
57770,39203,8
58280,45671,14
3554,16530,11
32662,32069,11
34872,7684,14
23651,700,9
15548,18823,5
1696,1239,9
21855,48404,15
51373,36469,4
